"SOURCE","TARGET"
"Just A Dream","Jimmy Clanton And His Rockets"
"Just A Dream","John Vincent"
"Just A Dream","Jimmy Clanton, Cosimo Matassa"
"Follow You Down/Til I Hear It From You","Gin Blossoms"
"Follow You Down/Til I Hear It From You","John Hampton"
"Follow You Down/Til I Hear It From You","Jesse Valenzuela, Robin Wilson, Marshall Crenshaw"
"Lullaby","Shawn Mullins"
"Lullaby","Shawn Mullins"
"Lullaby","Shawn Mullins"
"Heart Attack","Demi Lovato"
"Heart Attack","The Suspex"
"Heart Attack","Mitch Allan"
"Heart Attack","Jason Evigan"
"Heart Attack","Sean Douglas"
"Heart Attack","Nikki Williams"
"Heart Attack","Aaron Philips"
"Heart Attack","Demi Lovato"
"Drunk In Love","Beyonce"
"Drunk In Love","Jay Z"
"Drunk In Love","Detail"
"Drunk In Love","Knowles"
"Drunk In Love","Timbaland"
"Drunk In Love","J-Roc"
"Drunk In Love","Boots"
"Drunk In Love","Dre Moon"
"Drunk In Love","Beyoncé Knowles"
"Drunk In Love","Noel Fisher"
"Drunk In Love","Shawn Carter"
"Drunk In Love","Andre Eric Proctor"
"Drunk In Love","Rasool Diaz"
"Drunk In Love","Brian Soko"
"Drunk In Love","Timothy Mosley"
"Drunk In Love","Jerome Harmon"
"Let Me Love You","DJ Snake"
"Let Me Love You","Justin Bieber"
"Let Me Love You","DJ Snake"
"Let Me Love You","Andrew Watt"
"Let Me Love You","Louis Bell"
"Let Me Love You","William Grigahcine"
"Let Me Love You","Justin Bieber"
"Let Me Love You","Andrew Watt"
"Let Me Love You","Ali Tamposi"
"Let Me Love You","Brian Lee"
"Let Me Love You","Louis Bell"
"I'll Be There","Mariah Carey"
"I'll Be There","Hal Davis"
"I'll Be There","Berry Gordy"
"I'll Be There","Bob West"
"I'll Be There","Willie Hutch"
"I'll Be There","Hal Davis"
"My Way","Usher"
"My Way","Jermaine Dupri"
"My Way","Manuel Seal"
"My Way","Jermaine Dupri"
"My Way","Manuel Seal"
"My Way","Usher Raymond"
"Never Ever","All Saints"
"Never Ever","Cameron McVey"
"Never Ever","Magnus Fiennes"
"Never Ever","Shaznay Lewis"
"Never Ever","Robert Jazayeri"
"Never Ever","Sean Mather"
"How Low","Ludacris"
"How Low","T-Minus"
"How Low","Christopher Bridges"
"How Low","Tyler Williams"
"How Low","Carlton Ridenhour"
"How Low","Eric Sadler"
"How Low","Hank Shocklee"
"Headlines","Drake"
"Headlines","Boi-1da"
"Headlines","Noah '40' Shebib"
"Headlines","Hikwa MM"
"Headlines","Aubrey Graham"
"Headlines","Anthony Palman"
"Headlines","Matthew Samuels"
"Headlines","Noah Shebib"
"On Bended Knee","Boyz II Men"
"On Bended Knee","Jimmy Jam and Terry Lewis"
"On Bended Knee","Jimmy Jam and Terry Lewis"
"Good Life","Kanye West"
"Good Life","T-Pain"
"Good Life","Kanye West"
"Good Life","Mike Dean"
"Good Life","Toomp"
"Good Life","Kanye West"
"Good Life","Aldrin Davis"
"Good Life","Faheem Najm"
"Good Life","James Ingram"
"Good Life","Quincy Jones"
"Good Life","John Stephens"
"Leavin'","Jesse McCartney"
"Leavin'","Christopher ""Tricky"" Stewart"
"Leavin'","The-Dream"
"Leavin'","Christopher ""Tricky"" Stewart"
"Leavin'","Terius Nash"
"Leavin'","James Bunton"
"Leavin'","Corron Ty Cole"
"OMG","Usher"
"OMG","will.i.am"
"OMG","will.i.am"
"OMG","William Adams"
"Maps","Maroon 5"
"Maps","Ryan Tedder"
"Maps","Noel Zancanella"
"Maps","Benny Blanco"
"Maps","Adam Levine"
"Maps","Ammar Malik"
"Maps","Benjamin Levin"
"Maps","Noel Zancanella"
"Maps","Ryan Tedder"
"Heathens","Twenty One Pilots"
"Heathens","Mike Elizondo"
"Heathens","Tyler Joseph"
"Heathens","Tyler Joseph"
"In The Still Of The Nite (From ""The Jacksons"")","Boyz II Men"
"In The Still Of The Nite (From ""The Jacksons"")","Marty Kugell"
"In The Still Of The Nite (From ""The Jacksons"")","Fred Parris"
"Have You Ever?","Brandy"
"Have You Ever?","David Foster"
"Have You Ever?","Diane Warren"
"I'm Still In Love With You","New Edition"
"I'm Still In Love With You","Jimmy Jam and Terry Lewis"
"I'm Still In Love With You","James Harris III, Terry Lewis"
"MMMBop","Hanson"
"MMMBop","Dust Brothers"
"MMMBop","Stephen Lironi"
"MMMBop","Isaac Hanson"
"MMMBop","Taylor Hanson"
"MMMBop","Zac Hanson"
"Jumper","Third Eye Blind"
"Jumper","Stephan Jenkins"
"Jumper","Eric Valentine"
"Jumper","Stephan Jenkins"
"Love Story","Taylor Swift"
"Love Story","Nathan Chapman"
"Love Story","Taylor Swift"
"Love Story","Taylor Swift"
"Lighters","Bad Meets Evil"
"Lighters","Bruno Mars"
"Lighters","Eminem"
"Lighters","The Smeezingtons"
"Lighters","Battle Roy"
"Lighters","Marshall Mathers"
"Lighters","Ryan Montgomery"
"Lighters","Peter Hernandez"
"Lighters","Philip Lawrence"
"Lighters","Ari Levine"
"Lighters","Roy Battle"
"I Can't Sleep Baby (If I)","R. Kelly"
"I Can't Sleep Baby (If I)","R. Kelly"
"I Can't Sleep Baby (If I)","Robert Kelly"
"Just Lose It","Eminem"
"Just Lose It","Dr. Dre"
"Just Lose It","Mike Elizondo"
"Just Lose It","Marshall Mathers"
"Just Lose It","Andre Young"
"Just Lose It","Mike Elizondo"
"Just Lose It","Mark Batson"
"Just Lose It","Chris Pope"
"Love.","Kendrick Lamar"
"Love.","Zacari"
"Love.","Teddy Walton"
"Love.","Sounwave"
"Love.","Greg Kurstin"
"Love.","Top Dawg"
"Love.","Kendrick Duckworth"
"Love.","Zacari Pacaldo"
"Love.","Travis Walton"
"Love.","Mark Spears"
"Love.","Greg Kurstin"
"Love.","Anthony Tiffith"
"Every Time I Close My Eyes","Babyface"
"Every Time I Close My Eyes","Babyface"
"Every Time I Close My Eyes","Babyface"
"I Don't Want To Wait","Paula Cole"
"I Don't Want To Wait","Paula Cole"
"I Don't Want To Wait","Paula Cole"
"Jumpman","Drake"
"Jumpman","Future"
"Jumpman","Metro Boomin"
"Jumpman","Aubrey Graham"
"Jumpman","Nayvadius Wilburn"
"Jumpman","Leland Wayne"
"Down","Fifth Harmony"
"Down","Gucci Mane"
"E.T.","Katy Perry"
"E.T.","Kanye West"
"E.T.","Dr. Luke"
"E.T.","Max Martin"
"E.T.","Ammo"
"E.T.","Katy Perry"
"E.T.","Lukasz Gottwald"
"E.T.","Max Martin"
"E.T.","Joshua Coleman"
"Love Lies","Khalid"
"Love Lies","Normani"
"Love Lies","Charlie Handsome"
"Love Lies","Digi"
"Love Lies","Khalid Robinson"
"Love Lies","Normani Hamilton"
"Love Lies","Jamil Chammas"
"Love Lies","Ryan Vojtesak"
"Love Lies","Tayla Parks"
"Family Affair","Sly"
"Family Affair","The Family Stone"
"Family Affair","Sly Stone"
"Family Affair","Sly Stone"
"Hey Ma","Cam'Ron"
"Hey Ma","Toya"
"Hey Ma","Juelz Santana"
"Hey Ma","Freekey Zekey"
"Hey Ma","DR Period, Mafia Boy"
"Hey Ma","Cam'ron Giles, LaRon James, Darryl Pittman, Lionel Richie"
"No Hands","Waka Flocka Flame"
"No Hands","Wale"
"No Hands","Roscoe Dash"
"Humpin' Around","Bobby Brown"
"Humpin' Around","L.A. Reid"
"Humpin' Around","Babyface"
"Humpin' Around","Daryl Simmons"
"Humpin' Around","Antonio Reid"
"Humpin' Around","Kenneth Edmonds"
"Humpin' Around","Daryl Simmons"
"Humpin' Around","Bobby Brown"
"Humpin' Around","Thomas Keyes"
"Humpin' Around","Jan C. ""Stylz"" Styles"
"I Wish","Stevie Wonder"
"I Wish","Stevie Wonder"
"I Wish","Stevie Wonder"
"November Rain","Guns N' Roses"
"November Rain","Mike Clink"
"November Rain","Guns N' Roses"
"November Rain","Axl Rose"
"I Will Always Love You","Whitney Houston"
"I Will Always Love You","Bob Ferguson"
"I Will Always Love You","Dolly Parton"
"Dreamlover","Mariah Carey"
"Dreamlover","Mariah Carey"
"Dreamlover","Dave Hall"
"Dreamlover","Walter Afanasieff"
"Mr. Brightside","The Killers"
"Mr. Brightside","The Killers"
"Mr. Brightside","Brandon Flowers"
"Mr. Brightside","Dave Keuning"
"Just The Way You Are","Glee Cast"
"Just The Way You Are","The Smeezingtons"
"Just The Way You Are","Needlz"
"Just The Way You Are","Bruno Mars"
"Just The Way You Are","Philip Lawrence"
"Just The Way You Are","Ari Levine"
"Just The Way You Are","Khalil Walton"
"Just The Way You Are","Khari Cain"
"Music","Madonna"
"Music","Madonna"
"Music","Mirwais Ahmadzaï"
"Music","Madonna"
"Music","Mirwais Ahmadzaï"
"I'm Your Baby Tonight","Whitney Houston"
"I'm Your Baby Tonight","L.A. Reid"
"I'm Your Baby Tonight","Babyface"
"I'm Your Baby Tonight","L.A. Reid"
"I'm Your Baby Tonight","Babyface"
"Freak Me","Silk"
"Freak Me","Keith Sweat"
"Freak Me","T.H."
"Freak Me","Keith Sweat"
"Freak Me","Roy Murray"
"Freak Me","Teno West"
"I Have Nothing","Whitney Houston"
"I Have Nothing","David Foster"
"I Have Nothing","David Foster"
"I Have Nothing","Linda Thompson"
"Just Like Fire","P!nk"
"Just Like Fire","Max Martin"
"Just Like Fire","Shellback"
"Just Like Fire","Oscar Holter"
"Just Like Fire","Alecia Moore"
"Just Like Fire","Max Martin"
"Just Like Fire","Karl Johan Schuster"
"Just Like Fire","Oscar Holter"
"Lose Yourself","Eminem"
"Lose Yourself","Eminem"
"Lose Yourself","Jeff Bass"
"Lose Yourself","Luis Resto"
"If It Makes You Happy","Sheryl Crow"
"If It Makes You Happy","Sheryl Crow"
"If It Makes You Happy","Sheryl Crow"
"If It Makes You Happy","Jeff Trott"
"Hero","Enrique Iglesias"
"Hero","Mark Taylor"
"Hero","Enrique Iglesias"
"Hero","Paul Barry"
"Hero","Mark Taylor"
"Love Me Like You Do","Ellie Goulding"
"Love Me Like You Do","Max Martin"
"Love Me Like You Do","Ali Payami"
"Love Me Like You Do","Max Martin"
"Love Me Like You Do","Savan Kotecha"
"Love Me Like You Do","Ilya Salmanzadeh"
"Love Me Like You Do","Ali Payami"
"Love Me Like You Do","Tove Nilsson"
"I Still Love You","Next"
"Love Don't Cost A Thing","Jennifer Lopez"
"Love Don't Cost A Thing","Ric Wake"
"Love Don't Cost A Thing","Richie Jones"
"Love Don't Cost A Thing","Cory Rooney"
"Love Don't Cost A Thing","Damon Sharpe"
"Love Don't Cost A Thing","Greg Lawson"
"Love Don't Cost A Thing","Georgette Franklin"
"Love Don't Cost A Thing","Jeremy Monroe"
"Love Don't Cost A Thing","Amille D. Harris"
"Let's Ride","The Game"
"Let's Ride","Scott Storch"
"Let's Ride","Storch, S., Jayceon Taylor"
"Don't","Ed Sheeran"
"Don't","Rick Rubin"
"Don't","Benny Blanco"
"Don't","Ed Sheeran"
"Don't","Benjamin Levin"
"Jump","Van Halen"
"Jump","Ted Templeman"
"Jump","Eddie Van Halen"
"Jump","Alex Van Halen"
"Jump","David Lee Roth"
"Jump","Michael Anthony"
"How Do You Talk To An Angel","The Heights"
"How Do You Talk To An Angel","Steve Tyrell"
"How Do You Talk To An Angel","Barry Coffing"
"How Do You Talk To An Angel","Steve Tyrell"
"How Do You Talk To An Angel","Stephanie Tyrell"
"No Diggity","BLACKstreet"
"No Diggity","Dr. Dre"
"No Diggity","Teddy Riley"
"No Diggity","William ""Skylz"" Stewart"
"No Diggity","Teddy Riley"
"No Diggity","Chauncey Hannibal"
"No Diggity","Lynise Walters"
"No Diggity","William Stewart"
"No Diggity","Dr. Dre"
"I Feel It Coming","The Weeknd"
"I Feel It Coming","Daft Punk"
"I Feel It Coming","Daft Punk"
"I Feel It Coming","Doc McKinney"
"I Feel It Coming","Cirkut"
"I Feel It Coming","The Weeknd"
"I Feel It Coming","Abel Tesfaye"
"I Feel It Coming","Thomas Bangalter"
"I Feel It Coming","Guy-Manuel de Homem-Christo"
"I Feel It Coming","Martin McKinney"
"I Feel It Coming","Henry Walter"
"I Feel It Coming","Eric Chedeville"
"It's The Most Wonderful Time Of The Year","Andy Williams"
"It's The Most Wonderful Time Of The Year","Robert Mersey"
"It's The Most Wonderful Time Of The Year","Edward Pola"
"It's The Most Wonderful Time Of The Year","George Wyle"
"Love Somebody","Rick Springfield"
"Love Somebody","Rick Springfield"
"Love Somebody","Bill Drescher"
"Love Somebody","Rick Springfield"
"Hot In Herre","Nelly"
"Hot In Herre","The Neptunes"
"Hot In Herre","Cornell Haynes"
"Hot In Herre","Pharrell Williams"
"Hot In Herre","Chad Hugo"
"Hot In Herre","Charles Brown"
"Earned It (Fifty Shades Of Grey)","The Weeknd"
"Mask Off","Future"
"Mask Off","Metro Boomin"
"Mask Off","Nayvadius Wilburn"
"Mask Off","Leland Wayne"
"Mask Off","Tommy Butler"
"I Don't Wanna Cry","Mariah Carey"
"I Don't Wanna Cry","Narada Michael Walden"
"I Don't Wanna Cry","Mariah Carey"
"I Don't Wanna Cry","Narada Michael Walden"
"I Turn To You","Christina Aguilera"
"I Turn To You","Jimmy Jam"
"I Turn To You","Terry Lewis"
"I Turn To You","Diane Warren"
"My Sacrifice","Creed"
"My Sacrifice","John Kurzweg"
"My Sacrifice","Kirk Kelsey"
"My Sacrifice","Mark Tremonti"
"My Sacrifice","Scott Stapp"
"Imma Be","The Black Eyed Peas"
"Imma Be","will.i.am"
"Imma Be","Keith Harris"
"Imma Be","The Black Eyed Peas"
"Imma Be","Keith Harris"
"Imma Be","Thomas Brenneck"
"Imma Be","Michael Deller"
"Imma Be","Daniel Foder"
"Imma Be","Jared Tankel"
"Happy","Leona Lewis"
"Happy","Tedder"
"Happy","Leona Lewis"
"Happy","Evan Bogart"
"Happy","Ryan Tedder"
"Drive","The Cars"
"Drive","Robert John ""Mutt"" Lange"
"Drive","the Cars"
"Drive","Ric Ocasek"
"Good Enough","Bobby Brown"
"Drop It Like It's Hot","Snoop Dogg"
"Drop It Like It's Hot","Pharrell"
"My Life Would Suck Without You","Glee Cast"
"Hey Baby (Drop It To The Floor)","Pitbull"
"Hey Baby (Drop It To The Floor)","T-Pain"
"Hey Baby (Drop It To The Floor)","Sandy Vee"
"Hey Baby (Drop It To The Floor)","Armando C. Pérez"
"Hey Baby (Drop It To The Floor)","Faheem Najm"
"Hey Baby (Drop It To The Floor)","Sandy Wilhelm"
"Heaven","Bryan Adams"
"Heaven","Bob Clearmountain"
"Heaven","Bryan Adams"
"Heaven","Bryan Adams"
"Heaven","Jim Vallance"
"Nobody's Supposed To Be Here","Deborah Cox"
"Nobody's Supposed To Be Here","Anthony ""Shep"" Crawford"
"Nobody's Supposed To Be Here","Montell Jordan"
"Nobody's Supposed To Be Here","Anthony ""Shep"" Crawford"
"If You're Gone","matchbox twenty"
"If You're Gone","Matt Serletic"
"If You're Gone","Rob Thomas"
"Lean Back","Terror Squad"
"Lean Back","Scott Storch"
"Lean Back","Joseph Cartagena"
"Lean Back","Reminisce Smith"
"Lean Back","Scott Storch"
"Every Heartbeat","Amy Grant"
"Every Heartbeat","Brown Bannister"
"Every Heartbeat","Daniel Abraham (single version)"
"Every Heartbeat","Amy Grant"
"Every Heartbeat","Wayne Kirkpatrick"
"Every Heartbeat","Charlie Peacock"
"End Of The Road (From ""Boomerang"")","Boyz II Men"
"End Of The Road (From ""Boomerang"")","Kenneth ""Babyface"" Edmonds"
"End Of The Road (From ""Boomerang"")","Antonio ""L.A."" Reid"
"End Of The Road (From ""Boomerang"")","Daryl Simmons (co.)"
"End Of The Road (From ""Boomerang"")","Kenneth ""Babyface"" Edmonds"
"End Of The Road (From ""Boomerang"")","Antonio ""L.A."" Reid"
"End Of The Road (From ""Boomerang"")","Daryl Simmons"
"Mr. Wendal","Arrested Development"
"Mr. Wendal","Speech"
"Mr. Wendal","Todd Thomas, Sylvester Stewart"
"Just Another Day","John Mellencamp"
"Just Another Day","Little Bastard"
"Just Another Day","John Mellencamp"
"Excuse Me Miss","JAY-Z"
"Excuse Me Miss","The Neptunes"
"Excuse Me Miss","Shawn Carter"
"Excuse Me Miss","Pharrell Williams"
"Excuse Me Miss","Chad Hugo"
"I Know","Post Malone"
"If I Ever Fall In Love","Shai"
"If I Ever Fall In Love","Carl ""Groove"" Martin"
"If I Ever Fall In Love","Carl ""Groove"" Martin"
"Scream & Shout","will.i.am"
"Scream & Shout","Britney Spears"
"Scream & Shout","Lazy Jay"
"Scream & Shout","will.i.am"
"Scream & Shout","Jean-Baptiste Kouame"
"Scream & Shout","Tulisa Contostavlos"
"Scream & Shout","Jef Martens"
"Scream & Shout","William Adams"
"All My Life","K-Ci"
"All My Life","JoJo"
"All My Life","K-Ci & JoJo"
"All My Life","Joel Hailey"
"All My Life","Rory Bennett"
"Shake Ya Tailfeather","Nelly"
"Shake Ya Tailfeather","Murphy Lee"
"Shake Ya Tailfeather","P. Diddy"
"Shake Ya Tailfeather","Nelly & Jayson ""Koko"" Bridges"
"Shake Ya Tailfeather","Cornell Haynes"
"Shake Ya Tailfeather","Tohri Harper"
"Shake Ya Tailfeather","Sean Combs"
"Shake Ya Tailfeather","Varick Smith"
"Shake Ya Tailfeather","Basement Beats"
"Shake Ya Tailfeather","Adonis Shropshire"
"Sunflower (Spider-Man: Into The Spider-Verse)","Post Malone"
"Sunflower (Spider-Man: Into The Spider-Verse)","Swae Lee"
"Sunflower (Spider-Man: Into The Spider-Verse)","Carter Lang"
"Sunflower (Spider-Man: Into The Spider-Verse)","Louis Bell"
"Sunflower (Spider-Man: Into The Spider-Verse)","Austin Post"
"Sunflower (Spider-Man: Into The Spider-Verse)","Khalif Brown"
"Sunflower (Spider-Man: Into The Spider-Verse)","Carter Lang"
"Sunflower (Spider-Man: Into The Spider-Verse)","Carl Rosen"
"Sunflower (Spider-Man: Into The Spider-Verse)","Billy Walsh"
"Sunflower (Spider-Man: Into The Spider-Verse)","Louis Bell"
"Ayo Technology","50 Cent"
"Ayo Technology","Timbaland"
"Ayo Technology","Justin Timberlake"
"Ayo Technology","Danja"
"Ayo Technology","Timbaland"
"Ayo Technology","50 Cent"
"Ayo Technology","Timbaland"
"Ayo Technology","Justin Timberlake"
"Ayo Technology","Danja"
"Say Something","Justin Timberlake"
"Say Something","Chris Stapleton"
"Say Something","Justin Timberlake"
"Say Something","Timbaland"
"Say Something","Danja"
"Say Something","Larrance Dopson"
"Say Something","Justin Timberlake"
"Say Something","Larrance Dopson"
"Say Something","Floyd Nathaniel Hills"
"Say Something","Timothy Mosley"
"Say Something","Christopher Stapleton"
"Come With Me","P. Diddy"
"Come With Me","Jimmy Page"
"Come With Me","Sean Combs"
"Come With Me","Jimmy Page"
"Come With Me","Robert Plant"
"Come With Me","John Bonham"
"Come With Me","Sean Combs"
"Come With Me","Mark Curry"
"Perfect","One Direction"
"Perfect","Julian Bunetta"
"Perfect","Shatkin"
"Perfect","AFTERHRS"
"Perfect","Harry Styles"
"Perfect","Louis Tomlinson"
"Perfect","Jesse Shatkin"
"Perfect","Jacob Kasher"
"Perfect","John Ryan"
"Perfect","Maureen Anne McDonald"
"Perfect","Julian Bunetta"
"Dangerous Woman","Ariana Grande"
"Dangerous Woman","Max Martin"
"Dangerous Woman","Johan Carlsson"
"Dangerous Woman","Johan Carlsson"
"Dangerous Woman","Max Martin"
"Dangerous Woman","Ross Golan"
"Real Love","The Beatles"
"Real Love","John Lennon"
"Real Love","Yoko Ono"
"Real Love","John Lennon"
"Diggin' On You","TLC"
"Diggin' On You","Babyface"
"Diggin' On You","Babyface"
"Airplanes","B.o.B"
"Airplanes","Hayley Williams"
"Airplanes","Alex da Kid"
"Airplanes","DJ Frank E"
"Airplanes","Jeremy ""Kinetics"" Dussolliet"
"Airplanes","Tim ""One Love"" Sommers"
"Airplanes","Justin Franks"
"Airplanes","Alexander Grant"
"Airplanes","Bobby Simmons"
"Airplanes","Christine Dominguez"
"Sex And Candy","Marcy Playground"
"Sex And Candy","John Wozniak"
"Sex And Candy","Jim Sabella"
"Sex And Candy","Jared Kotler"
"Sex And Candy","Kenny Gioia"
"Sex And Candy","John Wozniak"
"Die Young","Ke$ha"
"Die Young","Dr. Luke"
"Die Young","Benny Blanco"
"Die Young","Cirkut"
"Die Young","Kesha Sebert"
"Die Young","Lukasz Gottwald"
"Die Young","Benjamin Levin"
"Die Young","Nathaniel Ruess"
"Die Young","Henry Walter"
"That's The Way Love Goes","Janet Jackson"
"That's The Way Love Goes","Jimmy Jam and Terry Lewis"
"That's The Way Love Goes","Janet Jackson"
"That's The Way Love Goes","Janet Jackson"
"That's The Way Love Goes","James Harris III"
"That's The Way Love Goes","Terry Lewis"
"Save Tonight","Eagle-Eye Cherry"
"Save Tonight","Adam Kviman"
"Save Tonight","Eagle-Eye Cherry"
"All For You","Janet Jackson"
"All For You","Janet Jackson"
"All For You","Jimmy Jam"
"All For You","Terry Lewis"
"All For You","Janet Jackson"
"All For You","James Harris III"
"All For You","Terry Lewis"
"All For You","Wayne Garfield"
"All For You","David Romani"
"All For You","Mauro Malavasi"
"Photograph","J. Cole"
"Photograph","J. Cole"
"Photograph","Jermaine Cole"
"Again","Janet Jackson"
"Again","Jimmy Jam and Terry Lewis"
"Again","Janet Jackson"
"Again","Janet Jackson"
"Again","James Harris III"
"Again","Terry Lewis"
"Sing","Ed Sheeran"
"Sing","Pharrell Williams"
"Sing","Ed Sheeran"
"Sing","Pharrell Williams"
"Break Free","Ariana Grande"
"Break Free","Zedd"
"Break Free","Zedd"
"Break Free","Max Martin"
"Break Free","Anton Zaslavski"
"Break Free","Max Martin"
"Break Free","Savan Kotecha"
"Diamonds","Rihanna"
"Diamonds","Benny Blanco"
"Diamonds","Stargate"
"Diamonds","Sia Furler"
"Diamonds","Benjamin Levin"
"Diamonds","Mikkel S. Eriksen"
"Diamonds","Tor Erik Hermansen"
"That's My Kind Of Night","Luke Bryan"
"That's My Kind Of Night","Jeff Stevens"
"That's My Kind Of Night","Dallas Davidson"
"That's My Kind Of Night","Chris DeStefano"
"That's My Kind Of Night","Ashley Gorley"
"Don't Tell 'Em","Jeremih"
"Don't Tell 'Em","YG"
"Don't Tell 'Em","Schultz"
"Don't Tell 'Em","DJ Mustard"
"Don't Tell 'Em","Jeremih Felton"
"Don't Tell 'Em","Mick Schultz"
"Don't Tell 'Em","Dijon McFarlane"
"Don't Tell 'Em","Keenon Jackson"
"Don't Tell 'Em","Michael Münzing"
"Don't Tell 'Em","Luca Anzilotti"
"Don't Tell 'Em","Thea Austin"
"Don't Tell Me","Avril Lavigne"
"Don't Tell Me","Butch Walker"
"Don't Tell Me","Avril Lavigne"
"Don't Tell Me","Evan Taubenfeld"
"Run It!","Chris Brown"
"Run It!","Storch"
"Run It!","Scott Storch"
"Run It!","Sean Garrett"
"Run It!","LaRon James"
"A Song For Mama","Boyz II Men"
"A Song For Mama","Babyface"
"A Song For Mama","Babyface"
"Blow Me (One Last Kiss)","P!nk"
"Blow Me (One Last Kiss)","Kurstin"
"Blow Me (One Last Kiss)","Pink"
"Blow Me (One Last Kiss)","Greg Kurstin"
"Call Me When You're Sober","Evanescence"
"Call Me When You're Sober","Dave Fortman"
"Call Me When You're Sober","Amy Lee"
"Call Me When You're Sober","Terry Balsamo"
"Don't Forget About Us","Mariah Carey"
"Don't Forget About Us","Mariah Carey"
"Don't Forget About Us","Jermaine Dupri"
"Don't Forget About Us","Bryan-Michael Cox"
"Don't Forget About Us","Mariah Carey"
"Don't Forget About Us","Jermaine Dupri"
"Don't Forget About Us","Johntá Austin"
"Don't Forget About Us","Bryan-Michael Cox"
"Shawty","Plies"
"Shawty","T-Pain"
"Shawty","Drumma Boy, Ensayne Wayne"
"Shawty","Maurice White"
"Shawty","Verdine White"
"Shawty","Eddie del Barrio"
"Shawty","Algernod Washington"
"Shawty","T-Pain"
"Shawty","Wayne Miles"
"Shawty","Christopher Gholson"
"Bank Account","21 Savage"
"Bank Account","21 Savage"
"Bank Account","Metro Boomin (co.)"
"Bank Account","Shayaa Abraham-Joseph"
"Bank Account","Leland Wayne"
"1979","The Smashing Pumpkins"
"1979","Flood"
"1979","Alan Moulder"
"1979","Billy Corgan"
"1979","Billy Corgan"
"Someday","Sugar Ray"
"Someday","David Kahne"
"Someday","Sugar Ray"
"Someday","David Kahne"
"Switch","Will Smith"
"Switch","Kwame ""K1 Mil"""
"Switch","O. Banga (vocals)"
"Switch","Willard Smith"
"Switch","Kwamé Holland"
"Switch","Lennie Bennett"
"Slam","Onyx"
"Slam","Chyskillz, Jam Master Jay"
"Slam","Fred ScruggsKirk JonesTyrone TaylorChylow Parker"
"Pimpin' All Over The World","Ludacris"
"Pimpin' All Over The World","Bobby Valentino"
"Pimpin' All Over The World","Polow da Don"
"Pimpin' All Over The World","Donnie Scantz"
"Pimpin' All Over The World","Christopher Bridges"
"Pimpin' All Over The World","Jamal Jones"
"Pimpin' All Over The World","Darnley Scantlebury"
"Return Of The Mack","Mark Morrison"
"Return Of The Mack","Mark Morrison"
"Return Of The Mack","Phil Chill"
"Return Of The Mack","Cutfather & Joe"
"Return Of The Mack","Mark Morrison"
"Return Of The Mack","Phil Chill (uncredited)"
"Return Of The Mack","Chuckii Booker (uncredited)"
"Return Of The Mack","Gerald Levert (uncredited)"
"Return Of The Mack","C.J. Anthony (uncredited)"
"Return Of The Mack","Adrian Belew (uncredited)"
"Return Of The Mack","Chris Frantz (uncredited)"
"Return Of The Mack","Steven Stanley (uncredited)"
"Return Of The Mack","Tina Weymouth (uncredited)"
"Ride Wit Me","Nelly"
"Ride Wit Me","City Spud"
"Ride Wit Me","Jason ""Jay E"" Epperson"
"Ride Wit Me","Nelly"
"Ride Wit Me","El DeBarge"
"Ride Wit Me","Bunny DeBarge"
"Ride Wit Me","Jay E"
"Ride Wit Me","Levell Webb"
"Ride Wit Me","Randy DeBarge"
"Royals","Lorde"
"Royals","Joel Little"
"Royals","Ella Yelich-O'Connor"
"Royals","Joel Little"
"Dirt Off Your Shoulder","JAY-Z"
"Dirt Off Your Shoulder","Timbaland"
"Dirt Off Your Shoulder","Shawn Carter"
"Dirt Off Your Shoulder","Timothy Mosley"
"Tell Me","Groove Theory"
"Tell Me","Bryce Wilson"
"Tell Me","Bryce Wilson"
"Tell Me","Amel Larrieux"
"Tell Me","Darryl Brown"
"Tell Me","Rick James"
"Butterfly","Crazy Town"
"Butterfly","Josh Abraham"
"Butterfly","Bret Mazur"
"Butterfly","Shifty"
"Butterfly","Bret “Epic” Mazur"
"Butterfly","Flea"
"Butterfly","John Frusciante"
"Butterfly","Anthony Kiedis"
"Butterfly","Chad Smith"
"Poker Face","Lady Gaga"
"Poker Face","RedOne"
"Poker Face","Stefani Germanotta"
"Poker Face","Nadir Khayat"
"Cry Me A River","Joe Cocker"
"Cry Me A River","Denny Cordell"
"Cry Me A River","Leon Russell"
"Cry Me A River","Arthur Hamilton"
"Big Poppa/Warning","The Notorious B.I.G."
"Big Poppa/Warning","Chucky Thompson"
"Big Poppa/Warning","Sean Combs"
"Big Poppa/Warning","Christopher Wallace"
"Baby I Love Your Way (From ""Reality Bites"")","Big Mountain"
"Baby I Love Your Way (From ""Reality Bites"")","Peter Frampton"
"Baby I Love Your Way (From ""Reality Bites"")","Peter Frampton"
"Boom Clap","Charli XCX"
"Boom Clap","Patrik Berger"
"Boom Clap","Stefan Gräslund"
"Boom Clap","Charlotte Aitchison"
"Boom Clap","Fredrik Berger"
"Boom Clap","Patrik Berger"
"Boom Clap","Stefan Gräslund"
"As I Lay Me Down","Sophie B. Hawkins"
"As I Lay Me Down","Stephen Lipson"
"As I Lay Me Down","Sophie B. Hawkins"
"Diary","Bread"
"Diary","David Gates"
"Diary","David Gates"
"Dance With Me","Debelah Morgan"
"Dance With Me","Giloh Morgan"
